PN,PNnoun,CorpName
ABS0121-31,"SENSOR, PROX.",CRANE ELDEC CORP
VT477-1,"IND., HYD. RESERVOIR QTY",DIEHL AEROSPACE
1605100-01,"INDICATOR, VISUAL",IN-LHC
DHE1148,"SENSOR, PROXIMITY",CRANE ELDEC CORP
DHE1148,"SENSOR, PROXIMITY",CRANE ELDEC CORP
1-899-29,"SENSOR, PROXIMITY",CRANE ELDEC CORP
1825-,"DETECTOR, FIRE/OVERHEAT",MEGGITT
1825-2-800/375-25,"DETECTOR, OVERHEAT",MEGGITT
1825-2-800/375-25,"DETECTOR, OVERHEAT",MEGGITT
18801-17,"DETECTOR, COOLING EFFECT",FENWAL SAFETY SYSTEMS
301-791-001-0,"INDICATOR, VISUAL",IN-LHC
3800-03,"DETECTOR, FIRE/OVERHEAT",MEGGITT
3801-03,"DETECTOR, FIRE/OVERHEAT",MEGGITT
8183-01,"TUBE ASSY, SUPPORT",MEGGITT
8193-01,"DETECTOR, FIRE/OVERHEAT ASSY",MEGGITT
3247-40,"UNIT, BALLAST",DIEHL AEROSPACE
3250-20-10,"UNIT, ADVANCE INTEGRATED BALLAST",DIEHL AEROSPACE
3250-70-10,"UNIT, ADVANCE INTEGRATED BALLAST",DIEHL AEROSPACE
3352-21,"LIGHTS, SIDEWALL/CEILING",DIEHL AEROSPACE
3352-35,"LIGHTS, SIDEWALL/CEILING",DIEHL AEROSPACE
3352-35-10,"LIGHTS, SIDEWALL/CEILING",DIEHL AEROSPACE
3352-63,"LIGHT, CEILING",DIEHL AEROSPACE
356XX-4,"ELEMENT, SENSING",FENWAL SAFETY SYSTEMS
3601-133,"DETECTOR, FIRE/OVERHEAT",MEGGITT
3601-135,"DETECTOR, FIRE/OVERHEAT",MEGGITT
8-518-01,"SENSOR, PROXIMITY",CRANE ELDEC CORP
8-689-02,"SENSOR, PROXIMITY",CRANE ELDEC CORP
8-935-01AEC,"SWITCH, PROXIMITY",CRANE ELDEC CORP
6491,"DETECTOR, FIRE/OVERHEAT",MEGGITT
1218-100,"SWITCH, DIFF. PRESSURE",IN-LHC
42099,BELLOWS,SENIOR
60B80112-5,"ACTUATOR, SUD DOOR FLIGHT LOCK",MEGGITT
7827-02,"DETECTOR, FIRE/OVERHEAT ASSY",MEGGITT
7353,"DETECTOR, FIRE/OVERHEAT ASSY",MEGGITT
902016-01,"DETECTOR, FIRE",MEGGITT
902862,"DETECTOR, FIRE",MEGGITT
902864,"DETECTOR, FIRE",MEGGITT
903468-05,"DETECTOR, FIRE/OVERHEAT",MEGGITT
8550,"DETECTOR, SMOKE",MEGGITT
6752-304-5,BREAKER,SENSATA
7101-15,"DETECTOR, FIRE OVERHEAT",MEGGITT
7101-155,"DETECTOR, FIRE OVERHEAT ",MEGGITT
7101-155,"DETECTOR, FIRE OVERHEAT ",MEGGITT
7101-19,"DETECTOR, FIRE OVERHEAT ",MEGGITT
7101-21,"DETECTOR, FIRE OVERHEAT",MEGGITT
7101-236,"DETECTOR, FIRE OVERHEAT ",MEGGITT
7101-59,"DETECTOR, FIRE OVERHEAT ",MEGGITT
8772,"DETECTOR, FIRE/OVERHEAT",MEGGITT
8880-03,"DETECTOR, FIRE/OVERHEAT",MEGGITT
8891-28,"DETECTOR, FIRE/OVERHEAT",MEGGITT
C19AA0321,"RESERVOIR, GREEN HYD.",LUCAS AEROSPACE
C19AA0332,"RESERVOIR, GREEN HYD.",LUCAS AEROSPACE
C19BQ001,"RESERVOIR, HYDRAULIC",LUCAS AEROSPACE
1714-600-5,"DETECTOR, FIRE/OVERHEAT",MEGGITT
17343-116,"DETECTOR, AIRCRAFT OVERHEAT",FENWAL SAFETY SYSTEMS
5669-18,AEROMETRIC VALVE ASSEMBLY,MEGGITT
7101-05,"DETECTOR, FIRE OVERHEAT ",MEGGITT
7101-05-1050/575-9,"DETECTOR, FIRE OVERHEAT",MEGGITT
8970-08,"DETECTOR, FIRE/OVERHEAT",MEGGITT
8980-14,"DETECTOR, FIRE/OVERHEAT",MEGGITT
2-456-04,"DIMMER, LAMP INCANDESCENT",CRANE ELDEC CORP
340-8850-13,"DETECTOR, FIRE",MEGGITT
35000-00-01,"CLOCK, ELECTRONIC",MEGGITT
5420-03-1000-600-8,"DETECTOR, FIRE/OVERHEAT",MEGGITT
5421-04-1000/400-13,"DETECTOR, FIRE/OVERHEAT",MEGGITT
5421-06,"DETECTOR, FIRE/OVERHEAT",MEGGITT
5421-13,"DETECTOR, FIRE/OVERHEAT",MEGGITT
5421-20,"DETECTOR, FIRE/OVERHEAT",MEGGITT
G-7116-01,"PANEL, ELT CONTROL",GABLES ENGINEERING
G1511-11,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G1977,"PANEL, AUDIO SELECTOR",GABLES ENGINEERING
1914-1-1,"BALLAST, FLUORESCENT LAMP",AVTECHTYEE
8182-1,"BALLAST, ELECTRONIC",AVTECHTYEE
F7941-001-415,"PANEL, ENGINE FIRE CONTROL",FOKKER
F7941-001-417,"PANEL, FIRE CONTROL",FOKKER
87500-1142,"CLOCK, MECHANICAL",AEROSONIC CORP.
G2139A,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G2581-03,"PANEL, SELCAL CONTROL",GABLES ENGINEERING
G5760,"PANEL, VHF NAV/DME CONTROL",GABLES ENGINEERING
G5931-03,"PANEL, ADF CONTROL",GABLES ENGINEERING
G6137A,"PANEL, AUDIO",GABLES ENGINEERING
G6204-12,"PANEL, ADF CONTROL",GABLES ENGINEERING
G6937-18,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G6990-08,"PANEL, ATC/TCAS CONTROL",GABLES ENGINEERING
G6990-62,"PANEL, TCAS CONTROL",GABLES ENGINEERING
G6992-240,"PANEL, ATC/TCAS CONT. MOD I,J,K",GABLES ENGINEERING
G6992-242,"PANEL, ATC/TCAS CONT. MOD B",GABLES ENGINEERING
5051-1-2,"PANEL, AUDIO SELECTOR",AVTECHTYEE
513CA02F1-02Y1,"CONTACTOR, THREE-POLE",ZODIAC SERVICES AMERICAS
90-20561,"SWITCH, EIGHT DIRECTION",AVTECHTYEE
59500000-2SB16,"INDICATOR, DME",CLIFTON PRECISION
S251-1120-00,"MODULE, SSCVR MICROPHONE",L3
998CA01Y01,"RELAY, 3 PDT POWER",ZODIAC SERVICES AMERICAS
A-4950A-1-24,"FLOODLIGHT, ASSY",FOKKER
4191695,"LIGHT, RETRACTABLE LANDING",ZODIAC SERVICES AMERICAS
917-1,"BALLAST, FLUORESCENT LAMP NON-DIMMABLE",AVTECHTYEE
919-1,"BALLAST, FLUORESCENT LAMP NON-DIMMABLE",AVTECHTYEE
A42710-407,"PANEL, FLIGHT AUGMENTATION CONTROL",FOKKER
A42710-409,"PANEL, FLIGHT AUGMENTATION CONTROL",FOKKER
A42713-431,"PANEL, AIRCONDITIONING CONTROL",FOKKER
1546-1-6,"PANEL, FLOODLIGHTING SYSTEM",AVTECHTYEE
501-1567-,"IND., ATTITUDE",L3
824PTY,"DETECTOR, SMOKE",GENTEX CORP
MTO240308,MEDICAL OUTLET,FOKKER
768274-3,PROBE,ZODIAC SERVICES AMERICAS
19678-368,"CABLE, PUSH/PULL",TRIMPH CONTROL
253CA01F1-02Y1,"CONTACTOR, THREE-POLE",ZODIAC SERVICES AMERICAS
14403-003B,"TRANSMITTER, LIQUID LEVEL",ZODIAC SERVICES AMERICAS
30-207-22,"DETECTOR, FLAME",PYROTECTOR
452617,"INDICATOR, OXYGEN",ZODIAC SERVICES AMERICAS
800125-000,"MICROPHONE ASSY, BOOM",TELEX COMMUNICATIONS
A42706-429,"PANEL, ELECTRIC POWER CONTROL",FOKKER
A42708-403,"PANEL, ENG. START CONTROL",FOKKER
A42708-409,"PANEL, ENG. START CONTROL",FOKKER
63333-004,MICROPHONE,TELEX COMMUNICATIONS
8178-1,BALLAST,AVTECHTYEE
G-1340F,"AMPLIFIER, NAV WARNING",GABLES ENGINEERING
4060T64P04,"SWITCH, DIFF. PRESSURE",PALL
G7185-03,"PANEL, SMOKE DETECTION/SUPPRESSION",GABLES ENGINEERING
G7400-23,"PANEL, VHF COMM CONTROL",GABLES ENGINEERING
G7402-03,"PANEL, ADF CONTROL",GABLES ENGINEERING
G7406-12,"PANEL, VHF COMM CONTROL",GABLES ENGINEERING
G7492-120,"PANEL, CONTROL",GABLES ENGINEERING
G7500-03,"PANEL, NAV CONTROL",GABLES ENGINEERING
2056-1,"SWITCH, EIGHT DIRECTION",AVTECHTYEE
4189898,"LIGHT, TAXI-TAXING",ZODIAC SERVICES AMERICAS
4236564,"LIGHT, TAXI",ZODIAC SERVICES AMERICAS
790-209-1,"PROBE, TANK",ZODIAC SERVICES AMERICAS
790-210,"PROBE, TANK",ZODIAC SERVICES AMERICAS
EA-HQP-8409-407,"IND., HYD. QTY PRESSURE",FOKKER
G-1858,"PANEL, RADAR CONTROL",GABLES ENGINEERING
G-1977,"PANEL, AUDIO SELECTOR",GABLES ENGINEERING
G-2585,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G-5515G,"SPEAKER, COCKPIT",GABLES ENGINEERING
G-5730,"PANEL, INSTRUMENT SWITCHING",GABLES ENGINEERING
G-5951B,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G-5951B,"PANEL, AUDIO CONTROL",GABLES ENGINEERING
G1165,"PANEL, NAV CONTROL",GABLES ENGINEERING
G1727B,"PANEL, OXYGEN CONTROL",GABLES ENGINEERING
1546-1-6 MOD A,"PANEL, FLOODLIGHTING SYSTEM",AVTECHTYEE
501-1568-15,"IND., ATTITUDE",L3
501-1568-21,"IND., ATTITUDE",L3
501-1656-01,"IND., ATTITUDE",L3
501-1656-04,"INDICATOR, GYRO HORIZON",L3
503CA04F2-02Y00,"CONTACTOR, DOUBLE THREE-POLE",ZODIAC SERVICES AMERICAS
87500-1140,"CLOCK, MECHANICAL",AEROSONIC CORP.
87500-1140,"CLOCK, MECHANICAL",AEROSONIC CORP.
69-37335-124,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-135,"MODULE, FUEL SYSTEM",BAE SYSTEMS
69-37335-2058,"MODULE, FUEL SYSTEM",BAE SYSTEMS
233T3236-1028,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3236-1032,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3236-1035,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3236-1077,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3236-1091,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3236-1307,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
233T3236-1324,"PANEL, TEMPERATURE CONTROL",BAE SYSTEMS
215N1002-30,"SENSOR, CABIN TEMP.",BAE SYSTEMS
215N1002-33,"SENSOR, CABIN TEMP.",BAE SYSTEMS
285T0021-19,"PANEL,VOR/DME CONTROL",BAE SYSTEMS
285T0022-25,"PANEL, AUDIO SELECTOR",BAE SYSTEMS
285T0022-27,"PANEL, AUDIO SELECTOR",BAE SYSTEMS
285T0035-9,POWER SUPPLY,BAE SYSTEMS
285T0049-12,"UNIT, FLAP/SLAT ELECTRONIC",BAE SYSTEMS
285T0049-13,"UNIT, FLAP/SLAT ELECTRONIC",BAE SYSTEMS
285T0049-39,"UNIT, FLAP/SLAT ELECTRONIC",BAE SYSTEMS
285T0095-5,"PRINTED CIRCUIT, EQUPT COOLING IND.",BAE SYSTEMS
285T0385-6,"MODULE, WARN ELEC BELL-CHIME AURAL",BAE SYSTEMS
285T0562-10,"PWR SUPPLY, CONTROL PANEL PRINTED CIRCUIT",BAE SYSTEMS
285T0607-15,"MODULE, PROPULSION INTERFACE/MONITOR UNIT",BAE SYSTEMS
285U0019-203,"CARD, FUEL SYSTEM EICAS INTERFACE",BAE SYSTEMS
417T3051-481A,"PANEL, ASSY",BAE SYSTEMS
417T3051-481A,"PANEL, ASSY",BAE SYSTEMS
417T4201-18,"MODULE, CENTER OXYGEN",BAE SYSTEMS
417T4201-22,"MODULE, CENTER OXYGEN",BAE SYSTEMS
417T4201-231,"MODULE, CENTER OXYGEN",BAE SYSTEMS
417T4201-232,"MODULE, CENTER OXYGEN",BAE SYSTEMS
417T4201-361,"MODULE, CENTER OXYGEN",BAE SYSTEMS
417T6024-15,"HANDSET, TELEPHONE REC/CUP ASSY",BAE SYSTEMS
417T6024-5,"HANDSET, TELEPHONE REC/CUP ASSY",BAE SYSTEMS
5956889-509,"PANEL, LIGHTING CONTROL",BAE SYSTEMS
5958570-1,"SUPPORT, ENGINE FIRE",BAE SYSTEMS
672U0017-3,"PANEL, FLOODLIGHT ASSY",BAE SYSTEMS
88304-1,"UNIT, GEN./ CONTROL",PACIFIC SCIENTIFIC
65-52805-132,"UNIT, FLIGHT INSTR ACCY",BAE SYSTEMS
65-52805-307,"UNIT, FLIGHT INSTR ACCY",BAE SYSTEMS
65-52806-308,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-34,"UNIT, SOLID STATE SWITCHING",BAE SYSTEMS
65-52806-361,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52806-402,"UNIT, SOLID-STATE SWITCHING",BAE SYSTEMS
65-52807-63,"UNIT, FLAP/SLAT POSITION",BAE SYSTEMS
65-52807-73 MOD A,"UNIT, FLAP/SLAT ACCY.",BAE SYSTEMS
65-52808-7 MOD C,"UNIT, COMPARTMENT OVERHEAT",BAE SYSTEMS
09033097-1,LIGHT ASSY,BAE SYSTEMS
417N2117-7,"DRAIN MAST, WASTE WATER",BAE SYSTEMS
417N2117-8,"DRAIN MAST, WASTE WATER",BAE SYSTEMS
417N3100-145SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-320SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-406SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-641SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-672SP,P.S.U. ASSY,BAE SYSTEMS
417N3100-93SP,P.S.U. ASSY,BAE SYSTEMS
65B40647-48,"PANEL, CARGO CONTROL",BAE SYSTEMS
65B40647-50,"PANEL, CARGO CONTROL",BAE SYSTEMS
65B46101-14,"MODULE, GENERATOR CONTROL",BAE SYSTEMS
65B46101-8,"MODULE, GENERATOR CONTROL",BAE SYSTEMS
65B47501-12,DISPLAY LOGIC ASSY.,BAE SYSTEMS
65B47590-12,SPEAKER/MICROPHONE ASSY,BAE SYSTEMS
65C16237-73,"CARDFILE, LANDING GEAR LOGIC SHELF ASSY",BAE SYSTEMS
65C16237-87,"CARDFILE, LANDING GEAR LOGIC SHELF ASSY",BAE SYSTEMS
893637-01,"DC MOTOR,",MOTOR MAGNETICS
344N5101-2,"PANEL, FUELING CONTROL",BAE SYSTEMS
35-467-1012,"PANEL, BRAKE TEMP./SENSING & INDICATING",AEROSPATIALE
65-60212-6,"MODULE, LEADING EDGE",BAE SYSTEMS
65-64871-2,"UNIT, AUTOPILOT ACCESSORY ",BAE SYSTEMS
654N0244-714,"PANEL, FUELING CONTROL",BAE SYSTEMS
B-429W,CONTACTOR,HARTMAN
5920413-513,"PITOT STATIC, PRESS/COMPENSATING PLATE",BAE SYSTEMS
5956888-507,"PEDESTAL, LIGHT CONTROL",BAE SYSTEMS
69-15971-40,"MODULE, ANTI-ICE",BAE SYSTEMS
69-15974-3,"MODULE, FLIGHT RECORDER",BAE SYSTEMS
9008-3-5A,BATTERY CARTRIDGE,IDD AEROSPACE
90234-6,"HEATER, ASSY",BAE SYSTEMS
S233T100-1509,"PLATE, LIGHT",BAE SYSTEMS
112U6012-3,"DOOR, FUEL TANK ACCESS",BAE SYSTEMS
4189911,"LIGHT, WING ICING INSPECTION",ECE
4307807,TIMER,ECE
E7276M5,CORE AND COIL,WHIPPANY
1X2002749-00,"LIGHT, FLOOD",GOODRICH LIGHTING
0102ME2GE,"SENSOR, TOTAL TEMP.",GOODRICH LIGHTING
144-178-000-021,"TRANSDUCER, VIBRATION",VOBROMETER
6TC2-2,"CIRCUIT BREAKER, AMBIENT COMP.",TEXAS INSTRUMENTS
6TC2-20,"CIRCUIT BREAKER, AMBIENT COMP.",TEXAS INSTRUMENTS
4292209,"LIGHT, LANDING",ECE
2780539-101,"VALVE, 6"" BLEED AIR MANIFOLD",PARKER-HANNIFIN
5917196-509,"HOLDER, ASSY",DOUGLAS
5917196-509,"HOLDER, ASSY",DOUGLAS
111CC01A02,"CONTACTOR, SINGLE POLE",ECE
5XA005032-01,"CONTROLLER, LIGHTING",GOODRICH LIGHTING
8ES455440-06,"UNIT, POWER SUPPLY",GOODRICH LIGHTING
09-530-0013,SWITCH. LED ASSY,KORRY
09-530-0105,SWITCH. LED ASSY,KORRY
564CA04F20Y00,"CONTACTOR, T.P.S.T.",ECE
BCREF8890,"IND., LIGHT ASSY",KORRY
2604880-001,"CONTROL, VAR./STATOR VANE FEEDBACK",AERO CONTROLLEX
R6259-1899,"PANEL, ANNUNCIATOR",TELEDYNE CONTROLS
R6259-1943,"PANEL, ANNUNCIATOR",TELEDYNE CONTROLS
R6259-2057,"PANEL, ANNUNCIATOR",TELEDYNE CONTROLS
2LA005127-00,"LIGHT, OVERWING EMERGENCY",GOODRICH LIGHTING
2LA005308-05,"LIGHT, STROBE",GOODRICH LIGHTING
2LA005358-11,"LIGHT, EMERGENCY",GOODRICH LIGHTING
2LA005413-01,"LIGHT, OVERWING EMERGENCY",GOODRICH LIGHTING
2LA005542-20,FLOOD LIGHT UNIT,GOODRICH LIGHTING
2LA402515-00,"LIGHT, ASSY",GOODRICH LIGHTING
2LA455563-05,"LIGHT, READING",GOODRICH LIGHTING
M-1035-CE1,"PANEL, AUDIO CONTROL",BAKER ELECTRONICS
S353W200-2,"ACTUATOR, APU INLET DOOR",WHIPPANY
630CC04A1Y00,"CONTACTOR, SINGLE-POLE DC",ECE
210TS07Y,"LEVER,, L/G CONTROL",ECE
210TS07Y01,"LEVER,, L/G CONTROL",ECE
210TS07Y01,"LEVER,, L/G CONTROL",ECE
ST3100-23-20,HANDSET,BECKER AVIONICS SYSTEMS
ST3100-26-32,HANDSET,BECKER AVIONICS SYSTEMS
ST3100-27-32,HANDSET,BECKER AVIONICS SYSTEMS
766-792-1,PROBE,ECE
144-171-000-111,TRANSDUCER,VOBROMETER
330VZ01Y02,"PUSHBUTTON, FIRE",ECE
088-515-1031-107,"SWITCH, MASTER CAUTION",KORRY
09-530-0101,SWITCH. LED ASSY,KORRY
702495,"LIGHT, STROBE",GOODRICH LIGHTING
BCREF2489,"INDICATOR, LIGHT",KORRY
R6357-505A,"CONTROLLER, CAUTION",TELEDYNE CONTROLS
R5303M1-1,"ACTUATOR, SPEED BRAKE ASSY",WHIPPANY
R5365-1,"ACTUATOR, APU INLET DOOR",WHIPPANY
R6259-1795,"PANEL, ANNUNCIATOR",TELEDYNE CONTROLS
R6259-1947,"PANEL, ANNUNCIATOR",TELEDYNE CONTROLS
R6259-2077,"PANEL, ANNUNCIATOR",TELEDYNE CONTROLS
12134-00,"DETECTOR, FIRE/OVERHEAT",L'Hotellier
4295025,"ARM, WIPER",ECE
4321561,"LIGHT, LOGO",ECE
10AT96-3,"SWITCH, ROLLER LEVEL",TEXAS INSTRUMENTS
668CA04A41Y00,"CONTACTOR, TPST",ECE
0-61359-3,"ACTUATOR, SPEED BRAKE ASSY",WHIPPANY
2780539-103,"VALVE, 6"" BLEED AIR MANIFOLD",PARKER-HANNIFIN
2780539-105,"VALVE, 6"" BLEED AIR MANIFOLD",PARKER-HANNIFIN
2LA005269-00,"LIGHT, CHART HOLDER",GOODRICH LIGHTING
2LA005308-01,"LIGHT, STROBE",GOODRICH LIGHTING
2LA455453-50,"LIGHT, READING",GOODRICH LIGHTING
4357619,"WIPER, ARM",ECE
S353W200-4,"ACTUATOR, APU INLET DOOR",WHIPPANY
3710-00-00,"UNIT, FIRE DETECTION",L'Hotellier
205PN01Y01,DC VOLTMETER,ECE
206PN01,VOLTMETER,ECE
MS14154-3,"CIRCUIT BREAKER, AMBIENT COMP.",TEXAS INSTRUMENTS
ST3100-22-10,HANDSET,BECKER AVIONICS SYSTEMS
ST3100-23-25,HANDSET,BECKER AVIONICS SYSTEMS
310ZN01Y01,"DETECTOR, PHASE UNBALANCE",ECE
6TC2-2 1/2,"CIRCUIT BREAKER, AMBIENT COMP.",TEXAS INSTRUMENTS
8ES005045-00,"BOX, ENERGY",GOODRICH LIGHTING
301-796-602-0,"TRANSDUCER, VIBRATION",VOBROMETER
208360,FLASH CUP ASSY,GOODRICH LIGHTING
4216009,"CONVERTER, MOTOR",ECE
60B40031-12,"VALVE, RAM AIR CHECK",AERO CONTROLLEX
6TC2-15,"CIRCUIT BREAKER, AMBIENT COMP.",TEXAS INSTRUMENTS
09-530-0026,SWITCH. LED ASSY,KORRY
09-530-0103,SWITCH. LED ASSY,KORRY
09-530-0111,SWITCH. LED ASSY,KORRY
09-530-0124,SWITCH. LED ASSY,KORRY
09-530-0132,SWITCH. LED ASSY,KORRY
4305790090,"MONITORING UNIT, BRAKE TEMP.",SAFRAN
4305790110,"MONITORING UNIT, BRAKE TEMP.",SAFRAN
4305890050,TRANSMITTER,SAFRAN
610BL9,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
6137-5,"ACTUATOR, RUDDER TRIM",SAGEM
E21327003,CONTROL. BRAKING/STEERING UNIT,SAFRAN
E21327005,CONTROL. BRAKING/STEERING UNIT,SAFRAN
E21328002,"COMPUTER UNIT, ALTERNATE BRAKING",SAFRAN
474006,"PANEL, CARGO DETECTOR",KIDDE AEROSPACE
474189-1,"DETECTOR, FIRE",KIDDE AEROSPACE
2156-604A,"DETECTOR, SMOKE SENSOR",AUTRONICS CORP.
C20229001,THERMOCOUPLE,SAFRAN
7G1058,SWITCH,"CUSTOM CONTROL SENSORS, INC."
7G110-3,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
7G754-2,"SWITCH, GAUGE PRESSURE","CUSTOM CONTROL SENSORS, INC."
473581-1,"DETECTOR, FIRE",KIDDE AEROSPACE
90G97,"SWITCH, PRESSURE GAUGE","CUSTOM CONTROL SENSORS, INC."
05814-15,"BALLAST, FLOURESCENT LAMP",BRUCE IND.
05939-108,"BALLAST, FLOURESCENT LAMP",BRUCE IND.
05939-116,"BALLAST, FLOURESCENT LAMP",BRUCE IND.
834002-401,"SPINNER, PUMP/MOTOR ASSY",WEBER AIRCRAFT
162BL502,"INDICATOR, TEMP.",ULTRA ELECTRONICS
163BL508,"INDICATOR, TEMP.",ULTRA ELECTRONICS
163CV61,"INDICATOR, WATER QTY",ULTRA ELECTRONICS
163CV62,"INDICATOR, WATER QTY",ULTRA ELECTRONICS
WL502RC1,"INDICATOR, CABIN RATE OF CLIMB",GE AVIATION
WL503RC1,"INDICATOR, CABIN RATE OF CLIMB",GE AVIATION
75101-4A,"CHIME, ELECTRONIC",ASTRONICS ADVANCE ELECTRONICS
VFT210A2,"VALVE, SKIN AIR",SAFRAN
10-1097-01,"DETECTOR, FIRE/OVERHEAT",KIDDE AEROSPACE
10-1099,"DETECTOR, FIRE/OVERHEAT",KIDDE AEROSPACE
1G216,"SWITCH, GAUGE PRESSURE","CUSTOM CONTROL SENSORS, INC."
1G98-5,"SWITCH, OIL PRESSURE","CUSTOM CONTROL SENSORS, INC."
8G1270,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
BR9000-30,BALLAST,BRUCE IND.
BR9661-103,EXIT ID/POWER SUPPLY,BRUCE IND.
30-231-8,"DETECTOR, SMOKE",KIDDE AEROSPACE
149LA7,AC AMMETER,ULTRA ELECTRONICS
152BCL4,"INDICATOR, EGT",ULTRA ELECTRONICS
152BCL4H,"INDICATOR, EGT",ULTRA ELECTRONICS
152BL702A,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
152BL801B,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
321-400-502-0,"SWITCH, PIVOTING DOOR STOW",Goodrich Aerostructures
4067241-841,"INDICATOR, VSI/TRA",ACSS
4067241-892,"INDICATOR, VSI/TRA",ACSS
90G183,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
42D275,"SWITCH, FUEL PRESSURE","CUSTOM CONTROL SENSORS, INC."
42D394,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
610BL4,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
E213270-07,"CONTROL UNIT, BRAKING/STEERING",SAFRAN
834002-414,"SPINNER, PUMP/MOTOR ASSY",WEBER AIRCRAFT
837902-401,"MOTOR, ASSY",WEBER AIRCRAFT
664700500A4B,"UNIT, LANDING GEAR CONTROL",ULTRA ELECTRONICS
6664202-3,REGULATOR. WINDOW HEAT COMP.,SAGEM
C20105000,TACHOMETER,SAFRAN
895267,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
895296,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
896081,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
896081,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
896387,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
896387,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
899315-07,"MODULE, ENGINE FIRE/OVERHEAT",KIDDE AEROSPACE
BF5-0115-001,"SIGN, EMERGENCY EXIT",BRUCE IND.
1338-1430,"MECHANISM, ROTATING",SAFRAN
140-057-1,WHEEL SPEED TRANSDUCER,CRANE HYDRO
7G1140,"SENSOR, PRESSURE","CUSTOM CONTROL SENSORS, INC."
7G840,"SWITCH, PRESSURE","CUSTOM CONTROL SENSORS, INC."
7GR159,"GAUGE, PRESSURE SWITCH","CUSTOM CONTROL SENSORS, INC."
LK-35-2,"ALTIMETER, STANDBY",TOKYO INSTRUMENTS
LK45-1,"INDICATOR, ALTIMETER",TOKYO INSTRUMENTS
S283U006-1,"UNIT, TIRE PRESSURE MONITORING",SAFRAN
473955-9,"PANEL, CARGO DETECTOR",KIDDE AEROSPACE
WL202EED6,"INDICATOR, TEMPERATURE",GE AVIATION
WL202EED6,"INDICATOR, TEMPERATURE",GE AVIATION
30-326T-1,CONTROL AMPLIFIER,KIDDE AEROSPACE
474059,"DETECTOR, OVER HEAT",KIDDE AEROSPACE
8048/1,"ALTIMETER, 2"" COUNTER-POINTER",ULTRA ELECTRONICS
152BCL4J,"INDICATOR, EGT",ULTRA ELECTRONICS
152BL706,"INDICATOR, TEMPERATURE",ULTRA ELECTRONICS
973-1,"BALLAST, LAMP",AVTECH CORP.
AR207,"INDICATOR, FLOW RATE",FOXBORO
82000-48401,"SIGN, ELECTRIC EXIT",KOITO MFG CO.
13TX-0115-1,"TRANSMITTER, POSITION",ASTRO INSTRUMENTS CORP.
5145-1-44,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-66MOD D,"PANEL, AUDIO CONTROL",AVTECH CORP.
5145-1-84,"PANEL, AUDIO CONTROL",AVTECH CORP.
10-1315-1,"SIGN, LAVATORY OCC",AIRSIGNA
CG7G0-11,"DETECTOR, SMOKE",CERBERUS
CH39100-6,"PLUG, IGNITER",CFM
S253T409-1,"SERVO, MOTOR GEN./ AUTO THROTTLE",ASTRO INSTRUMENTS CORP.
S253U001-1,"SERVO, AUTO/THROTTLE",ASTRO INSTRUMENTS CORP.
1244-1,"BALLAST, LAMP",AVTECH CORP.
1247-1,"BALLAST, LAMP",AVTECH CORP.
6272-1,"FUSE, HYD. VOLUMETRIC",PNEUDRAULICS
81000-15002,"LIGHT, LOGO ASSY",KOITO MFG CO.
81000-37704,"LIGHT, WING ILLUMINATION",KOITO MFG CO.
CU09625094,"TRANSMITTER, TANDEM RESOLVER",KEARFOTT
F1000290-19,"LIGHT, LED CABIN EMERG.",AIRSIGNA
